title,author,year,ee
journals/cga/EncarnacaoGR94,European activities in virtual reality.,José L. Encarnação::Martin Göbel::Lawrence J. Rosenblum,1994,https://doi.org/10.1109/38.250922::http://doi.ieeecomputersociety.org/10.1109/38.250922
journals/cga/RuprechtM95,Image warping with scattered data interpolation.,Detlef Ruprecht::Heinrich Müller,1995,https://doi.org/10.1109/38.365004::http://doi.ieeecomputersociety.org/10.1109/38.365004
journals/cga/Delaney02,Computer Graphics: Helping to Cope with Terrorism.,Ben Delaney,2002,https://doi.org/10.1109/38.988742
journals/cga/Magnenat-Thalmann85,Miranim: An Extensible Director-Oriented System for the Animation of Realistic Images.,Nadia Magnenat-Thalmann::Daniel Thalmann::Mario Fortin,1985,https://doi.org/10.1109/MCG.1985.276344::http://doi.ieeecomputersociety.org/10.1109/MCG.1985.276344
journals/cga/JinB97,TennisViewer: A Browser for Competition Trees.,Liqun Jin::David C. Banks,1997,https://doi.org/10.1109/38.595272::http://doi.ieeecomputersociety.org/10.1109/38.595272
journals/cga/Whitaker04,Modeling Deformable Surfaces with Level Sets.,Ross T. Whitaker,2004,https://doi.org/10.1109/MCG.2004.34::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.34::https://www.wikidata.org/entity/Q81220178
journals/cga/Vossler85,Sweep-to-CSG Conversion Using Pattern Recognition Techniques.,Donald L. Vossler,1985,https://doi.org/10.1109/MCG.1985.276215::http://doi.ieeecomputersociety.org/10.1109/MCG.1985.276215
journals/cga/Bimber06,Augmenting Holograms.,Oliver Bimber,2006,https://doi.org/10.1109/MCG.2006.97::http://doi.ieeecomputersociety.org/10.1109/MCG.2006.97::https://www.wikidata.org/entity/Q36597518
journals/cga/FujimotoPI84,A 3-D Graphics Display System With Depth Buffer and Pipeline Processor.,Akira Fujimoto::Christopher G. Perrott::Kansei Iwata,1984,https://doi.org/10.1109/MCG.1984.275957::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275957
journals/cga/WangZLFXZ21,Kineticist: Kinetic Sculpture Design Using Multilevel Skeletons.,Jin Wang 0015::Xinwei Zhang::Guodong Lu::Jianhui Fu::Jinsong Xiao::Xusheng Zhang,2021,https://doi.org/10.1109/MCG.2020.2972540::https://www.wikidata.org/entity/Q89699984
journals/cga/Reisman91,Developing multimedia applications.,Sorel Reisman,1991,https://doi.org/10.1109/38.126881::http://doi.ieeecomputersociety.org/10.1109/38.126881
journals/cga/LeeGZ04,Browsers to Support Awareness and Social Interaction.,Alison Lee::Andreas Girgensohn::Jun Zhang 0008,2004,https://doi.org/10.1109/MCG.2004.24::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.24::https://www.wikidata.org/entity/Q81220200
journals/cga/Li22a,Reliable Contact Simulation With IPC.,Minchen Li,2022,https://doi.org/10.1109/MCG.2022.3161841
journals/cga/WellsWC91,Dithering for 12-bit true-color graphics.,Stuart C. Wells::Grant J. Williamson::Susan E. Carrie,1991,https://doi.org/10.1109/38.90564::http://doi.ieeecomputersociety.org/10.1109/38.90564
journals/cga/HughesSHS05,"Mixed Reality in Education, Entertainment, and Training.",Charles E. Hughes::Christopher B. Stapleton::Darin E. Hughes::Eileen M. Smith,2005,https://doi.org/10.1109/MCG.2005.139::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.139::https://www.wikidata.org/entity/Q81547409
journals/cga/EncarnacaoFBFG94,Research issues in perception and user interfaces.,José L. Encarnação::James D. Foley::Steve Bryson::Steven K. Feiner::Nahum D. Gershon,1994,https://doi.org/10.1109/38.267474
journals/cga/GoldfeatherMTF89,Near real-time CSG rendering using tree normalization and geometric pruning.,Jack Goldfeather::Steven Molnar::Greg Turk::Henry Fuchs,1989,https://doi.org/10.1109/38.28107::http://doi.ieeecomputersociety.org/10.1109/38.28107
journals/cga/SungRK90,A critical evaluation of PEX.,Hsien Ching Kelvin Sung::Greg Rogers::William J. Kubitz,1990,https://doi.org/10.1109/38.62697::http://doi.ieeecomputersociety.org/10.1109/38.62697
journals/cga/Sturman98,Computer Puppetry.,David J. Sturman,1998,https://doi.org/10.1109/38.637269::http://doi.ieeecomputersociety.org/10.1109/38.637269
journals/cga/HansonH92,Illuminating the fourth dimension.,Andrew J. Hanson::Pheng-Ann Heng,1992,https://doi.org/10.1109/38.144827::http://doi.ieeecomputersociety.org/10.1109/38.144827
journals/cga/YinWR09,Generating 3D Building Models from Architectural Drawings: A Survey.,Xuetao Yin::Peter Wonka::Anshuman Razdan,2009,https://doi.org/10.1109/MCG.2009.9::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.9::https://www.wikidata.org/entity/Q51840188
journals/cga/LiuSB21,Visualizing Acoustic Imaging of Hydrothermal Plumes on the Seafloor.,Li Liu 0028::Deborah Silver::Karen G. Bemis,2021,https://doi.org/10.1109/MCG.2020.2995077::https://www.wikidata.org/entity/Q98194591
journals/cga/Singh07a,Untitled Evolution.,Gary Singh,2007,https://doi.org/10.1109/MCG.2007.50::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.50::https://www.wikidata.org/entity/Q38463275
journals/cga/FoleyWC84,The human factors of computer graphics interaction techniques.,James D. Foley::Victor L. Wallace::Peggy Chan,1984,https://doi.org/10.1109/MCG.1984.6429355
journals/cga/WanLCLKH12,A Practical Workflow for Making Anatomical Atlases for Biological Research.,Yong Wan::A. Kelsey Lewis::Mary Colasanto::Mark van Langeveld::Gabrielle Kardon::Charles D. Hansen,2012,https://doi.org/10.1109/MCG.2012.64::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.64::https://www.wikidata.org/entity/Q37383750
journals/cga/FuHHSZHZL21,Poisson Vector Graphics (PVG)-Guided Face Color Transfer in Videos.,Qian Fu::Ying He 0001::Fei Hou::Qian Sun 0003::Anxiang Zeng::Zhenchuan Huang::Juyong Zhang::Yong-Jin Liu,2021,https://doi.org/10.1109/MCG.2020.3024870::https://www.wikidata.org/entity/Q99568614
journals/cga/YangCB05,Nonlinear Perspective Projections and Magic Lenses: 3D View Deformation.,Yonggao Yang::Jim X. Chen::Mohsen Beheshti,2005,https://doi.org/10.1109/MCG.2005.29::http://doi.ieeecomputersociety.org/10.1109/MCG.2005.29::https://www.wikidata.org/entity/Q51979046
journals/cga/CampbellHH24,Art and Artificial Intelligence.,Bruce Donald Campbell::Nicholas R. Hedley::Aaron Hertzmann,2024,https://doi.org/10.1109/MCG.2024.3359128
journals/cga/TsetserukouN10,iFeel_IM!: Augmenting Emotions during Online Communication.,Dzmitry Tsetserukou::Alena Neviarouskaya,2010,https://doi.org/10.1109/MCG.2010.88::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.88::https://www.wikidata.org/entity/Q50670835
journals/cga/ParkerSESGKSH09,The Booze Cruise: Impaired Driving in Virtual Spaces.,James R. Parker::Nathan Sorenson::Nooshin Esmaeili::Ronan Sicre::Phillipa Gill::Vishal Kochlar::Lori Shyba::John Heerema,2009,https://doi.org/10.1109/MCG.2009.34::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.34::https://www.wikidata.org/entity/Q83885887
journals/cga/Neal87,Sneak Preview of NCGA Videogala.,Margaret Neal,1987,https://doi.org/10.1109/MCG.1987.276958::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276958
journals/cga/Macedonia97,In the News.,Michael R. Macedonia,1997,http://doi.ieeecomputersociety.org/10.1109/MCG.1997.10008
journals/cga/Singh01a,Across Disciplinary Boundaries.,Gary Singh,2001,https://doi.org/10.1109/MCG.2001.920620::http://doi.ieeecomputersociety.org/10.1109/MCG.2001.920620
journals/cga/Zhang96a,Visualizing production planning data.,Ping Zhang 0002,1996,https://doi.org/10.1109/38.536268::http://doi.ieeecomputersociety.org/10.1109/38.536268
journals/cga/SederbergG86,Algebraic Geometry for Computer-Aided Geometric Design.,Thomas W. Sederberg::Ronald N. Goldman,1986,https://doi.org/10.1109/MCG.1986.276742::http://doi.ieeecomputersociety.org/10.1109/MCG.1986.276742
journals/cga/SuzukiSMH03,Visualization Systems on the Information-Technology-Based Laboratory.,Yoshio Suzuki::Kazunori Sai::Nobuko Matsumoto::Osamu Hazama,2003,https://doi.org/10.1109/MCG.2003.1185578::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1185578
journals/cga/XuY01,V-HairStudio: An Interactive Tool for Hair Design.,Zhan Xu::Xue Dong Yang,2001,https://doi.org/10.1109/38.920625::http://doi.ieeecomputersociety.org/10.1109/38.920625
journals/cga/Singh01,Showing Off in 3D.,Gary Singh,2001,https://doi.org/10.1109/MCG.2001.909008::http://doi.ieeecomputersociety.org/10.1109/MCG.2001.909008
journals/cga/PrevostJJF96,Visualization in propositional logic.,Nathalie Prevost::Ray E. Jennings::Loki Jörgenson::F. David Fracchia,1996,https://doi.org/10.1109/38.486673::http://doi.ieeecomputersociety.org/10.1109/38.486673
journals/cga/SuffernB03,Rendering the Intersections of Implicit Surfaces.,Kevin G. Suffern::Ronald J. Balsys,2003,https://doi.org/10.1109/MCG.2003.1231180::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1231180
journals/cga/Sims96c,Re-creating a lost village in 3D space [virtual reality].,Dave Sims,1996,https://doi.org/10.1109/38.491181
journals/cga/Phillips91,An interpersonal multimedia visualization system.,Richard L. Phillips,1991,https://doi.org/10.1109/38.79450::http://doi.ieeecomputersociety.org/10.1109/38.79450
journals/cga/FuS23,2022/2023 IEEE CG&A Awards.,Chi-Wing Fu::André Stork,2023,https://doi.org/10.1109/MCG.2023.3321242
journals/cga/ShengSCLW11,Colorization Using the Rotation-Invariant Feature Space.,Bin Sheng 0001::Hanqiu Sun::Shunbin Chen::Xuehui Liu::Enhua Wu,2011,https://doi.org/10.1109/MCG.2011.18::http://doi.ieeecomputersociety.org/10.1109/MCG.2011.18::https://www.wikidata.org/entity/Q87833752
journals/cga/DorseyAG95,Interactive design of complex time dependent lighting.,Julie Dorsey::James Arvo::Donald P. Greenberg,1995,https://doi.org/10.1109/38.365003::http://doi.ieeecomputersociety.org/10.1109/38.365003
journals/cga/SobierajskiAOWK95,Visualization of calcium activity in nerve cells.,Lisa M. Sobierajski::Ricardo S. Avila::Donald M. O'Malley::Sidney W. Wang::Arie E. Kaufman,1995,https://doi.org/10.1109/38.391491::http://doi.ieeecomputersociety.org/10.1109/38.391491
journals/cga/SherstyukVT10,Toward Natural Selection in Virtual Reality.,Andrei Sherstyuk::Dale Vincent::Anton Treskunov,2010,https://doi.org/10.1109/MCG.2010.34::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.34::https://www.wikidata.org/entity/Q50697437
journals/cga/PfisterG04,Point-Based Computer Graphics.,Hanspeter Pfister::Markus H. Gross,2004,https://doi.org/10.1109/MCG.2004.15::http://doi.ieeecomputersociety.org/10.1109/MCG.2004.15::https://www.wikidata.org/entity/Q51981093
journals/cga/ChenH10,Guest Editors' Introduction: Knowledge-Assisted Visualization.,Min Chen 0001::Hans Hagen,2010,https://doi.org/10.1109/MCG.2010.8::http://doi.ieeecomputersociety.org/10.1109/MCG.2010.8::https://www.wikidata.org/entity/Q51761036
journals/cga/BlombergFKLRS84,A New Approach to Text and Image Processing.,Lars Blomberg::Kerstin Frenckner::Björn Kruse::Gunilla Lonnemark::Staffan Romberger::Yngve Sundblad,1984,https://doi.org/10.1109/MCG.1984.275871::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275871
journals/cga/RostFN89,PEX: a network-transparent 3D graphics system.,Randi J. Rost::Jeffrey Friedberg::Peter L. Nishimoto,1989,https://doi.org/10.1109/38.31460::http://doi.ieeecomputersociety.org/10.1109/38.31460
journals/cga/MahyarJSTK20,Designing Technology for Sociotechnical Problems: Challenges and Considerations.,Narges Mahyar::Mahmood Jasim::Ali Sarvghad::Melanie Tory::Daniel F. Keefe,2020,https://doi.org/10.1109/MCG.2020.3017405::https://www.wikidata.org/entity/Q100953208
journals/cga/AbdelaalABEKCWR22,"Visualization for Architecture, Engineering, and Construction: Shaping the Future of Our Built World.",Moataz Abdelaal::Felix Amtsberg::Michael Becher::Rebeca Duque Estrada::Fabian Kannenberg::Aimée Sousa Calepso::Hans Jakob Wagner::Guido Reina::Michael Sedlmair::Achim Menges::Daniel Weiskopf,2022,https://doi.org/10.1109/MCG.2022.3149837
journals/cga/AliagaBVA08,Interactive Reconfiguration of Urban Layouts.,Daniel G. Aliaga::Bedrich Benes::Carlos A. Vanegas::Nathan Andrysco,2008,https://doi.org/10.1109/MCG.2008.55::http://doi.ieeecomputersociety.org/10.1109/MCG.2008.55
journals/cga/TiedeSH96,Visualization blackboard: visualizing the visible human.,Ulf Tiede::Thomas Schiemann::Karl Heinz Höhne,1996,https://doi.org/10.1109/38.481559::http://doi.ieeecomputersociety.org/10.1109/38.481559
journals/cga/Bailey95,Tele-Manufacturing: rapid prototyping on the Internet.,Michael J. Bailey,1995,https://doi.org/10.1109/38.469519::http://doi.ieeecomputersociety.org/10.1109/38.469519
journals/cga/Neal86a,Backing into Computer Graphics.,Margaret Neal,1986,https://doi.org/10.1109/MCG.1986.276711::http://doi.ieeecomputersociety.org/10.1109/MCG.1986.276711
journals/cga/HardwickS87,Comparison of Some Data Models for Engineering Objects.,Martin Hardwick::David L. Spooner,1987,https://doi.org/10.1109/MCG.1987.276965::http://doi.ieeecomputersociety.org/10.1109/MCG.1987.276965
journals/cga/YenSSP91,Parallel boxing in B-spline intersection.,Jonathan Yen::Susan Spach::Mark T. Smith::Ron W. Pulleyblank,1991,https://doi.org/10.1109/38.67703::http://doi.ieeecomputersociety.org/10.1109/38.67703
journals/cga/Angel17,The Case for Teaching Computer Graphics with WebGL: A 25-Year Perspective.,Ed Angel,2017,https://doi.org/10.1109/MCG.2017.26::http://doi.ieeecomputersociety.org/10.1109/MCG.2017.26::https://www.wikidata.org/entity/Q87613904
journals/cga/ShaverdianZMJ12,A Graph Algebra for Scalable Visual Analytics.,Anna A. Shaverdian::Hao Zhou::George Michailidis::H. V. Jagadish,2012,https://doi.org/10.1109/MCG.2012.62::http://doi.ieeecomputersociety.org/10.1109/MCG.2012.62::https://www.wikidata.org/entity/Q47437256
journals/cga/Laramee10,Using Visualization to Debug Visualization Software.,Robert S. Laramee,2010,https://doi.org/10.1109/MCG.2009.154::http://doi.ieeecomputersociety.org/10.1109/MCG.2009.154::https://www.wikidata.org/entity/Q87833477
journals/cga/Moller18b,A Dynamic Editorial Board.,Torsten Möller,2018,https://doi.org/10.1109/MCG.2018.053491724::http://doi.ieeecomputersociety.org/10.1109/MCG.2018.053491724
journals/cga/Turnage02,Reducing Aircraft Noise with Computer Graphics.,Anna Turnage,2002,https://doi.org/10.1109/MCG.2002.999783
journals/cga/TellerCB03,Pervasive Pose-Aware Applications and Infrastructure.,Seth J. Teller::Jiawen Chen::Hari Balakrishnan,2003,https://doi.org/10.1109/MCG.2003.1210859::http://doi.ieeecomputersociety.org/10.1109/MCG.2003.1210859
journals/cga/KrejovGB14,A Multitouchless Interface: Expanding User Interaction.,Philip Krejov::Andrew Gilbert::Richard Bowden,2014,https://doi.org/10.1109/MCG.2014.44::http://doi.ieeecomputersociety.org/10.1109/MCG.2014.44
journals/cga/FournierM85,Frame Buffer Algorithms for Stochastic Models.,Alain Fournier::Thomas Milligan,1985,https://doi.org/10.1109/MCG.1985.276235::http://doi.ieeecomputersociety.org/10.1109/MCG.1985.276235
journals/cga/PhillipsO84,An Algorithm for Locating and Displaying the Intersection of Two Arbitrary Surfaces.,Mark B. Phillips::Garrett M. Odell,1984,https://doi.org/10.1109/MCG.1984.275998::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275998
journals/cga/Blinn89a,Jim Blinn's corner-return of the Jaggy [high frequency filtering].,James F. Blinn,1989,https://doi.org/10.1109/38.19054
journals/cga/PaierHE21,Example-Based Facial Animation of Virtual Reality Avatars Using Auto-Regressive Neural Networks.,Wolfgang Paier::Anna Hilsmann::Peter Eisert,2021,https://doi.org/10.1109/MCG.2021.3068035
journals/cga/Dill00,Top 10 Software Product of 1999.,John Dill,2000,
journals/cga/MarquesSDS23,How to Evaluate If Collaborative Augmented Reality Speaks to Its Users.,Bernardo Marques::Samuel S. Silva::Paulo Dias::Beatriz Sousa Santos,2023,https://doi.org/10.1109/MCG.2023.3298168
journals/cga/Weber08,Fast Simulation of Realistic Trees.,Jason P. Weber,2008,https://doi.org/10.1109/MCG.2008.51::http://doi.ieeecomputersociety.org/10.1109/MCG.2008.51
journals/cga/StarckH07,Surface Capture for Performance-Based Animation.,Jonathan Starck::Adrian Hilton 0001,2007,https://doi.org/10.1109/MCG.2007.68::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.68::https://www.wikidata.org/entity/Q36830946
journals/cga/Stytz96,Distributed virtual environments.,Martin R. Stytz,1996,https://doi.org/10.1109/38.491182::http://doi.ieeecomputersociety.org/10.1109/38.491182
journals/cga/Singh11,Against the Grain.,Gary Singh,2011,https://doi.org/10.1109/MCG.2011.2::http://doi.ieeecomputersociety.org/10.1109/MCG.2011.2::https://www.wikidata.org/entity/Q48716944
journals/cga/Haines06,An Introductory Tour of Interactive Rendering.,Eric Haines,2006,https://doi.org/10.1109/MCG.2006.9::http://doi.ieeecomputersociety.org/10.1109/MCG.2006.9::https://www.wikidata.org/entity/Q36389494
journals/cga/BeyerHAJKLP13,Exploring the Connectome: Petascale Volume Visualization of Microscopy Data Streams.,Johanna Beyer::Markus Hadwiger::Ali K. Al-Awami::Won-Ki Jeong::Narayanan Kasthuri::Jeff W. Lichtman::Hanspeter Pfister,2013,https://doi.org/10.1109/MCG.2013.55::http://doi.ieeecomputersociety.org/10.1109/MCG.2013.55::https://www.wikidata.org/entity/Q34976716
journals/cga/FerwerdaG88,A psychophysical approach to assessing the quality of antialiased images.,James A. Ferwerda::Donald P. Greenberg,1988,https://doi.org/10.1109/38.7763::http://doi.ieeecomputersociety.org/10.1109/38.7763
journals/cga/MashalKH20,Do You Feel Like Flying? A Study of Flying Perception in Virtual Reality for Future Game Development.,Soroosh Mashal::Matthias Kranz::Gerold Hoelzl,2020,https://doi.org/10.1109/MCG.2020.2997870::https://www.wikidata.org/entity/Q96428848
journals/cga/MachoverD02b,New Products.,Carl Machover::John Dill,2002,http://doi.ieeecomputersociety.org/10.1109/MCG.2002.10018
journals/cga/IgarashiZ07,Guest Editors' Introduction: Sketch-Based Interaction.,Takeo Igarashi::Robert C. Zeleznik,2007,https://doi.org/10.1109/MCG.2007.9::http://doi.ieeecomputersociety.org/10.1109/MCG.2007.9::https://www.wikidata.org/entity/Q38464572
journals/cga/KitagawaKAM84,Formgraphics: A Form-Based Graphics Architecture Providing a Database Workbench.,Hiroyuki Kitagawa::Tosiyasu L. Kunii::Motoei Azuma::Sohei Misaki,1984,https://doi.org/10.1109/MCG.1984.275963::http://doi.ieeecomputersociety.org/10.1109/MCG.1984.275963
journals/cga/PayneT92,Distance field manipulation of surface models.,Bradley A. Payne::Arthur W. Toga,1992,https://doi.org/10.1109/38.135885::http://doi.ieeecomputersociety.org/10.1109/38.135885
